2880817090210,158290
1930924402465,633144
1870320295321,646676
6180509052065,316479
2740818329192,255316
1790814343880,546203
1000212297550,825354
1730727200380,724932
2771004085160,497212
1700504516736,642446
2770816193539,128650
4320710248402,454391
5160811278015,745803
1901221014700,606936
2070504193251,56395
1691225529115,564997
4260704291184,254253
4510608191409,283470
6211028426042,66788
2800108527668,253157
5110321067750,971996
2990515164569,134100
2051228257100,342226
4370608050194,336859
2090819141707,234519
1900605133285,744693
2700218242080,471293
2960603014419,46075
2050509144121,255152
1690610042591,658637
1720424150481,850747
1810611376437,528414
1710615293479,630397
3250222414727,551851
2880920159521,68
6210220206844,331458
2891220151430,164078
1070614305051,908278
1950924036390,761060
2850710405671,56589
2690826052491,491504
4520208319395,365062
1780810351770,701925
1060118175201,907567
2841114019125,296541
6170619188063,250804
1970924401634,561068
1030915045883,609869
1830905168533,817243
1860326115570,885394
1070518412290,697060
2930603206583,464479
1020623376494,903930
2681113401487,396360
2851204361055,136763
2650628162464,200496
1780720290441,760125
6170811053338,349407
6180115521259,251097
2750709408280,438572
6230914134159,144568
2710503416114,490669
1890124013785,559147
2840927173052,269028
4530627271691,301786
4490116232242,372845
1051020370501,709939
4300228120647,244453
1951112367356,837775
2030220321074,444424
2010619401143,144553
2750627153008,329024
2870204231716,138799
3460416385577,740024
3340315030704,737153
4610309116838,7339
1861120515453,979190
6230111040034,260559
6181023054621,425516
5190514234125,757542
2901128400736,18373
5220522068925,609671
1810520099256,751901
1830216178867,848955
6121218168627,183364
6121207401693,494408
2811212318972,159917
1930706119581,777826
2800727237338,276291
2830710280358,138716
2071222270591,92056
1950918125121,823451
1011001349599,753895
6100909167356,364280
3511014516549,694061
1750506037859,873088
2841026089529,477239
6120408279701,235480
6110924287019,112794
1891101329631,773211
1900606303453,783777
1950714408478,682509
1850805014749,840833
4410106416163,489402
2911021411482,314303
3370722119635,823659
5231115405681,591327
2070817526214,73149
4430711122020,243853
2940216421606,357001
2841218392372,335718
2761127226066,488876
6221122138926,327106
2811211528829,500436
1910212257987,564346
5130828059742,949854
2080927114554,15952
3371211166251,995928
1751004130735,691858
2710520330968,25477
1950321388247,916565
2720526186688,159317
6190423278472,169508
2730816275169,396143
2970723357719,427416
2080223183696,165689
2750318326752,329938
2701003418905,70245
4300609304434,142902
2840804053878,83948
1081023139609,608753
6170220424206,455074
1760722200066,683873
1741104337740,865804
1710223244787,831607
2681022235451,148390
6130508234502,103143
2780520078922,18010
2851007068813,249547
1641108120236,840007
6211011245164,198404
4360207175226,475
3320125217641,860231
4261112104736,59195
4320921042870,400583
2700826051425,180409
3470309195249,817459
4250317010530,224330
2890703087871,210258
1690611099540,711263
4550611135727,129539
2891127423423,467214
6190926415516,296990
5190824361528,767759
2691228032002,501846
2660918409751,315862
5120212328222,638470
3371219329971,588949
1750220275929,713614
4561123126256,386577
6121105183799,449972
3301110203683,562550
2920715285789,507172
3540824398910,613263
1020518402583,644036
2070710234406,43877
2780713427922,470540
2980917189337,435716
5100424380776,884934
1001015209614,923100
1750726161713,694661
5220103055313,867789
3470328387285,773387
5220527079223,666538
2031016253037,180964
2970104239406,173262
1000811334571,803944
4430828245453,280938
2890714293633,245006
1661209130666,844296
1990427195031,592025
2781204512365,212858
1780913037409,798623
5200903238826,920348
1051014081510,579901
4591202034532,64787
3510825043661,973497
3240724055194,708024
4420506210561,3555
6180917041589,354086
4380815513735,494947
2670327429384,23398
3330623335750,577160
5150717086284,797218
6131201235531,294362
6100727028661,169218
1831007218615,935950
2800811121961,235521
1680116326553,627756
1641025379384,959923
2081022402850,144417
2950801251650,109809
4281203233471,470182
3260823217486,939106
2910907232364,481986
4500718129462,441019
1060127371781,824924
1930227113690,891938
1890109416871,887540
2640116407271,258806
3290311240245,694461
3270613040529,955169
6100206045990,132245
3460202028635,979251
3480608265029,637336
1790524115167,684703
2750316055622,99470
1870825356953,592367
1680716134883,745507
5110726400451,834347
1000422233861,517072
6110213323342,401317
1980407400584,978412
4460316012508,64508
4480105389952,229886
4581113246539,274109
6150711061112,505200
3391207428919,582926
1780826425692,609448
2980408323912,42113
2050519379522,338761
6160823513377,51025
3600623263054,599990
1660902010971,757195
6200327149611,376345
1771006332061,848210
2910312077144,273013
4550120420112,171288
1970924401319,737926
6110216275274,62569
5150614128172,912142
6220322085144,102915
1990612298662,642459
4630210409235,332404
2090508403298,244120
1661112516831,768069
2650314409419,67117
2090315308241,304102
5150424120504,596962
1780306324881,785836
1950719069129,590978
1951108084563,914734
4280904011834,432494
2700616158083,137222
2880611400957,480826
1770903230639,589524
4390306193177,314642
1960312059943,700555
1040109230450,977588
5231021035002,958158
4540525289244,323223
2760607387038,274841
4620417330613,292860
3601203012642,613300
1980916400112,906585
2860515134064,421376
2751207117845,143228
1991222181897,780585
3430323231375,627700
2820703102249,147841
5220419017599,668426
4461025235315,294735
1841010241387,604744
1700921117307,697387
2930704293901,172399
2740812406301,106196
4521016217518,162784
3600106401241,542622
5121109373474,727632
2020703404923,350452
4510908409090,293850
1741108371264,590596
1051008210651,762580
4310510232943,271981
4380409264466,187410
2840711421225,40446
2990706402826,29675
3540920105585,709310
2830912273391,78516
4361126087383,45915
1650218278860,925237
3360102350943,570034
2740406392056,173397
2701122298682,244966
6171115012421,371263
3631120152957,900098
2720916124153,242698
1900625406064,744663
3510916032065,638433
2831011057438,371352
4510703205456,264274
3471103099927,882969
2670128406574,181448
1000112151237,950938
2840109421764,214685
1690607177556,710542
1710803044877,616361
1841022381429,777860
4280415107391,338492
5160324389874,771519
1701125296503,672163
5211124050046,774420
1721007232851,895795
1760614225728,673996
6221212399435,163544
5190920273551,927838
4420311283917,167538
2641025404620,497845
2710718419263,313541
3600228513034,939369
4590706266930,500353
2921104023273,230798
2960119295315,424961
3540518032845,527256
3360809262282,677757
6231014238968,376705
4300921206919,191934
1670128406142,869844
2971125173965,332982
2730809089871,216122
5201016401726,835862
2950315070118,287798
5140322363789,887129
2090528238573,338216
1730808249285,794750
2860622403014,400427
2880723296836,253259
3600318285721,711787
2000124165090,116765
4310303237606,230332
3250627424791,998462
3570608316221,816106
1820608309732,685804
2970112116508,56537
4371002232064,432638
2940312110956,171352
2860310084938,324308
6110520053410,14443
6211006208708,338472
5231210158284,943549
3381107317796,608693
1910517332528,893540
2951105038728,453499
2030204024789,79247
2730619043941,43185
5130722239907,832535
1650215244150,591128
1070417051760,639399
1940617372226,919187
2920211183538,383718
1770605184050,675038
1660120245984,890147
1750718400623,967470
1920506249558,774305
1910602233837,583585
2080205123865,45927
6161002171174,36296
3460427192084,856868
2940728519834,38658
6180305413051,285471
6231106374060,433968
2890301291051,200502
1710521527322,652074
1700806257811,965000
4260307221304,194200
2811128408396,414724
6230526226930,339118
2971224067339,505814
1081114391413,830060
2720820363016,246788
1950308401556,754779
3300718254270,679989
1700313142420,579255
3620727402569,662275
1680418045858,914590
6210116523561,458704
1790414235597,673913
2790617104115,55495
1821218340649,852785
2070220143201,323627
1880211339890,998760
4350514083540,22083
6210907133372,385190
1760411514647,774105
2891227112803,179528
2830511184954,209351
2070618035394,112373
1760411132332,543247
5221025116218,721989
4591214412832,496388
2090219240433,124507
5230311219561,738719
2040619400031,131845
6221013290480,230842
2090327191334,477959
4320221339331,439817
1670403060610,991151
2971007185502,28726
2860806055064,440227
3400623517005,966420
3311108160999,658469
3360211079365,578128
4450621272812,324145
5140815218454,639256
1820704248367,703251
1060410231610,648973
1671108118895,681682
1991211216939,544447
1950524185942,571908
2910224173894,445939
6150819060298,424309
4520423095100,154764
6160222056753,225669
2861017049726,22764
4380202033117,309140
2880109018731,118457
2931028231838,31520
5180220221320,709166
1040904362413,790811
3491121422464,726070
2000806309181,497296
2660721352389,274267
2090602321291,154698
2760615300475,379197
1000912261019,986170
4320726251062,28233
2870216042645,190478
5120209347229,729151
1031123510262,579500
1980903233061,999401
3611217070778,548851
1010702010180,897819
4440526241431,48164
4390525280721,315892
1980507273040,824162
2751121410302,301099
1950428382038,609718
1820926141718,734228
3450404042166,921969
1800301087518,542978
3510127515801,859670
1870818179391,685632
2891021163082,201363
4440526339011,314860
6120826085788,160382
2020524406632,236796
1881210034597,944066
1680327273231,639544
2940701415787,56863
4390628307749,230741
3440203373368,815168
5200718338048,931383
2740903234879,417515
1790625382539,814715
2930512323789,399845
4390427340120,24207
5111011292394,825652
5210713166801,710190
6171214130014,242715
2680224221950,408562
4401024133771,113572
2820211268813,491220
3380823235981,675404
2940728118877,361195
1891021360711,536196
3301025216016,975705
3260601177860,803116
2790418208876,466339
3510419425231,629939
6110720138310,232623
4291010420759,225441
1660508293683,897392
3471204408811,713869
1890708253574,793715
3411102403046,853776
5120607402734,948183
5200518386895,676521
1950108338807,559410
6130713022001,138383
1801216117868,785192
2050421110953,120632
2750103167440,126601
2650109228931,133021
1660116390709,613877
1680216308417,548761
3451007194077,561793
2830626072011,77642
2781222406104,424348
3301101225283,870418
6160206524216,325992
2991027418516,381107
5110127275429,706466
4250815110837,244743
1770326524285,731592
2851119116492,73159
4340218107239,427498
2881011421514,74505
3320303365568,702657
5140708114304,550549
2660927098178,26345
3570507401264,753739
1680303338726,818435
3490609413555,603597
5140916511275,653308
6141228014444,120365
1680707032671,533983
2021023137114,222447
2751013053786,283867
1740210327652,988587
2871019412571,58578
3620125399442,563674
1790805086934,545322
2910221135575,213036
4570706224368,510437
5120210312851,589914
1690913181419,800529
1951203401701,867805
